ZAWODNIK,KLUB,POZYCJA,MECZE w ESA,GOLE w ESA,gole/mecz,MECZE w KLUBIE,GOLE w KLUBIE,gole/mecz w klubie
Nika Kwekweskiri,Lech,Pomocnik,12,0,"0,000",12,0,"0,000"
Filip Marchwiński,Lech,Pomocnik,52,6,"0,115",52,6,"0,115"
Dani Ramirez,Lech,Pomocnik,66,16,"0,242",46,10,"0,217"
Michał Skóraś,Lech,Pomocnik,46,3,"0,065",31,2,"0,065"
Jan Sykora,Lech,Pomocnik,22,0,"0,000",22,0,"0,000"
Pedro Tiba,Lech,Pomocnik,93,9,"0,097",93,9,"0,097"
Mikael Ishak,Lech,Napastnik,22,12,"0,545",22,12,"0,545"
Aron Johannsson,Lech,Napastnik,9,2,"0,222",9,2,"0,222"
Nika Kaczarawa,Lech,Napastnik,33,8,"0,242",7,1,"0,143"
Norbert Pacławski,Lech,Napastnik,2,0,"0,000",2,0,"0,000"
Hubert Sobol,Lech,Napastnik,4,0,"0,000",4,0,"0,000"
Filip Szymczak,Lech,Napastnik,15,0,"0,000",15,0,"0,000"
Zlatan Alomerović,Lechia,Bramkarz,39,0,"0,000",18,0,"0,000"
Dusan Kuciak,Lechia,Bramkarz,270,0,"0,000",139,0,"0,000"
Karol Fila,Lechia,Obrońca,87,2,"0,023",87,2,"0,023"
Bartosz Kopacz,Lechia,Obrońca,155,9,"0,058",29,2,"0,069"
Mario Maloca,Lechia,Obrońca,102,5,"0,049",102,5,"0,049"
Mykoła Musolitin,Lechia,Obrońca,3,0,"0,000",3,0,"0,000"
Michał Nalepa II,Lechia,Obrońca,117,9,"0,077",101,9,"0,089"
Rafał Pietrzak,Lechia,Obrońca,98,5,"0,051",37,1,"0,027"
Kristers Tobers,Lechia,Obrońca,27,0,"0,000",27,0,"0,000"
Jan Biegański,Lechia,Pomocnik,13,0,"0,000",13,0,"0,000"
Joseph Ceesay,Lechia,Pomocnik,11,1,"0,091",11,1,"0,091"
Conrado,Lechia,Pomocnik,39,4,"0,103",39,4,"0,103"
Maciej Gajos,Lechia,Pomocnik,273,39,"0,143",58,5,"0,086"
Omran Haydary,Lechia,Pomocnik,25,3,"0,120",25,3,"0,120"
Jakub Kałuziński,Lechia,Pomocnik,14,0,"0,000",14,0,"0,000"
Filip Koperski,Lechia,Pomocnik,1,0,"0,000",1,0,"0,000"
Egzon Kryeziu,Lechia,Pomocnik,4,0,"0,000",4,0,"0,000"
Jarosław Kubicki,Lechia,Pomocnik,180,11,"0,061",90,5,"0,056"
Tomasz Makowski,Lechia,Pomocnik,69,1,"0,014",69,1,"0,014"
Egy Maulana Vikri,Lechia,Pomocnik,10,0,"0,000",10,0,"0,000"
Flavio Paixao,Lechia,Pomocnik,252,91,"0,361",181,67,"0,370"
Kenny Saief,Lechia,Pomocnik,33,1,"0,030",33,1,"0,030"
Żarko Udovicić,Lechia,Pomocnik,56,13,"0,232",23,3,"0,130"
Łukasz Zwoliński,Lechia,Napastnik,159,35,"0,220",35,13,"0,371"
Mateusz Żukowski,Lechia,Napastnik,26,0,"0,000",26,0,"0,000"
Artur Boruc,Legia,Bramkarz,94,1,"0,011",94,1,"0,011"
Radosław Cierzniak,Legia,Bramkarz,106,0,"0,000",23,0,"0,000"
Cezary Miszta,Legia,Bramkarz,6,0,"0,000",6,0,"0,000"
Wojciech Muzyk,Legia,Bramkarz,1,0,"0,000",1,0,"0,000"
Inaki Astiz,Legia,Obrońca,197,8,"0,041",197,8,"0,041"
Mateusz Hołownia,Legia,Obrońca,34,0,"0,000",12,0,"0,000"
Artur Jędrzejczyk,Legia,Obrońca,221,9,"0,041",210,8,"0,038"
Josip Juranović,Legia,Obrońca,26,1,"0,038",26,1,"0,038"
Igor Lewczuk,Legia,Obrońca,216,7,"0,032",93,4,"0,043"
Filip Mladenović,Legia,Obrońca,103,10,"0,097",29,7,"0,241"
Ariel Mosór,Legia,Obrońca,2,0,"0,000",2,0,"0,000"
Artem Szabanow,Legia,Obrońca,7,0,"0,000",7,0,"0,000"
Marko Vesović,Legia,Obrońca,63,2,"0,032",63,2,"0,032"
Mateusz Wieteska,Legia,Obrońca,112,9,"0,080",77,2,"0,026"
Mateusz Cholewiak,Legia,Pomocnik,75,9,"0,120",18,2,"0,111"
Radosław Cielemęcki,Legia,Pomocnik,2,0,"0,000",2,0,"0,000"
Walerian Gwilia,Legia,Pomocnik,71,9,"0,127",54,8,"0,148"
Bartosz Kapustka,Legia,Pomocnik,85,9,"0,106",25,3,"0,120"
Jakub Kisiel,Legia,Pomocnik,3,0,"0,000",3,0,"0,000"
Luquinhas,Legia,Pomocnik,60,8,"0,133",60,8,"0,133"
Andre Martins,Legia,Pomocnik,83,2,"0,024",83,2,"0,024"
Kacper Skibicki,Legia,Pomocnik,6,1,"0,167",6,1,"0,167"
Bartosz Slisz,Legia,Pomocnik,82,4,"0,049",34,2,"0,059"
Paweł Wszołek,Legia,Pomocnik,109,18,"0,165",49,9,"0,184"
Jasur Yaxshiboyev,Legia,Pomocnik,1,0,"0,000",1,0,"0,000"
Kacper Kostorz,Legia,Napastnik,9,1,"0,111",9,1,"0,111"
Rafael Lopes,Legia,Napastnik,55,15,"0,273",20,4,"0,200"
Ernest Muci,Legia,Napastnik,6,0,"0,000",6,0,"0,000"
Tomas Pekhart,Legia,Napastnik,36,27,"0,750",36,27,"0,750"
Szymon Włodarczyk,Legia,Napastnik,4,0,"0,000",4,0,"0,000"
Frantisek Plach,Piast,Bramkarz,92,0,"0,000",92,0,"0,000"
Jakub Szmatuła,Piast,Bramkarz,143,0,"0,000",139,0,"0,000"
Karol Szymański,Piast,Bramkarz,2,0,"0,000",0,0,-
Jakub Czerwiński,Piast,Obrońca,148,8,"0,054",96,6,"0,063"
Jakub Holubek,Piast,Obrońca,28,0,"0,000",28,0,"0,000"
Tomas Huk,Piast,Obrońca,38,0,"0,000",38,0,"0,000"
Martin Konczkowski,Piast,Obrońca,243,2,"0,008",117,1,"0,009"
Piotr Malarczyk,Piast,Obrońca,209,11,"0,053",25,2,"0,080"
Tomasz Mokwa,Piast,Obrońca,68,2,"0,029",68,2,"0,029"
Bartosz Rymaniak,Piast,Obrońca,281,6,"0,021",36,0,"0,000"
Javier Ajenjo Hyjek,Piast,Pomocnik,1,0,"0,000",1,0,"0,000"
Tiago Alves,Piast,Pomocnik,31,5,"0,161",31,5,"0,161"
Gerard Badia,Piast,Pomocnik,196,23,"0,117",196,23,"0,117"
Remigiusz Borkała,Piast,Pomocnik,1,0,"0,000",1,0,"0,000"
Michał Chrapek,Piast,Pomocnik,209,18,"0,086",23,1,"0,043"
Tomasz Jodłowiec,Piast,Pomocnik,377,28,"0,074",89,6,"0,067"
Patryk Lipski,Piast,Pomocnik,150,18,"0,120",25,1,"0,040"
Sebastian Milewski,Piast,Pomocnik,74,4,"0,054",51,4,"0,078"
Arkadiusz Pyrka,Piast,Pomocnik,23,0,"0,000",23,0,"0,000"
Patryk Sokołowski,Piast,Pomocnik,76,3,"0,039",76,3,"0,039"
Kristopher Vida,Piast,Pomocnik,31,1,"0,032",31,1,"0,032"
Mateusz Winciersz,Piast,Pomocnik,2,0,"0,000",2,0,"0,000"
Dominik Steczyk,Piast,Napastnik,44,4,"0,091",44,4,"0,091"
Jakub Świerczok,Piast,Napastnik,91,42,"0,462",24,15,"0,625"
Michał Żyro,Piast,Napastnik,146,18,"0,123",26,4,"0,154"
Michal Peskovic,Podbeskidzie,Bramkarz,206,0,"0,000",43,0,"0,000"
Martin Polacek,Podbeskidzie,Bramkarz,82,0,"0,000",5,0,"0,000"
Dmytro Baszłaj,Podbeskidzie,Obrońca,15,0,"0,000",15,0,"0,000"
Rafał Janicki,Podbeskidzie,Obrońca,272,8,"0,029",13,3,"0,231"
Petar Mamić,Podbeskidzie,Obrońca,12,0,"0,000",12,0,"0,000"
Filip Modelski,Podbeskidzie,Obrońca,108,1,"0,009",23,0,"0,000"
David Niepsuj,Podbeskidzie,Obrońca,73,4,"0,055",9,1,"0,111"
Kornel Osyra,Podbeskidzie,Obrońca,114,6,"0,053",2,0,"0,000"
Milan Rundić,Podbeskidzie,Obrońca,21,1,"0,048",21,1,"0,048"
Marco Tulio,Podbeskidzie,Obrońca,10,0,"0,000",10,0,"0,000"
Jakub Bieroński,Podbeskidzie,Pomocnik,15,0,"0,000",15,0,"0,000"
Karol Danielak,Podbeskidzie,Pomocnik,52,1,"0,019",26,1,"0,038"
Dominik Frelek,Podbeskidzie,Pomocnik,9,0,"0,000",9,0,"0,000"
Konrad Gutowski,Podbeskidzie,Pomocnik,4,0,"0,000",4,0,"0,000"
Jakub Hora,Podbeskidzie,Pomocnik,16,2,"0,125",16,2,"0,125"
Gergo Kocsis,Podbeskidzie,Pomocnik,19,0,"0,000",19,0,"0,000"
Mateusz Marzec,Podbeskidzie,Pomocnik,16,1,"0,063",16,1,"0,063"
Serhij Miakuszko,Podbeskidzie,Pomocnik,15,0,"0,000",15,0,"0,000"
Michał Rzuchowski,Podbeskidzie,Pomocnik,26,1,"0,038",26,1,"0,038"
Łukasz Sierpina,Podbeskidzie,Pomocnik,82,2,"0,024",22,0,"0,000"
Maksymilian Sitek,Podbeskidzie,Pomocnik,18,1,"0,056",18,1,"0,056"
Desley Ubbink,Podbeskidzie,Pomocnik,16,2,"0,125",16,2,"0,125"
Kamil Biliński,Podbeskidzie,Napastnik,127,33,"0,260",26,11,"0,423"
Bartłomiej Kręcichwost,Podbeskidzie,Napastnik,2,0,"0,000",2,0,"0,000"
Marko Roginić,Podbeskidzie,Napastnik,22,2,"0,091",22,2,"0,091"
Peter Wilson,Podbeskidzie,Napastnik,13,0,"0,000",13,0,"0,000"
Jakub Bursztyn,Pogoń,Bramkarz,13,0,"0,000",13,0,"0,000"
Dante Stipica,Pogoń,Bramkarz,67,0,"0,000",67,0,"0,000"
Jakub Bartkowski,Pogoń,Obrońca,150,4,"0,027",59,1,"0,017"
Igor Łasicki,Pogoń,Obrońca,59,3,"0,051",12,0,"0,000"
Mariusz Malec,Pogoń,Obrońca,50,1,"0,020",50,1,"0,020"
Luis Mata,Pogoń,Obrońca,18,0,"0,000",18,0,"0,000"
Hubert Matynia,Pogoń,Obrońca,117,2,"0,017",117,2,"0,017"
David Stec,Pogoń,Obrońca,59,1,"0,017",59,1,"0,017"
Paweł Stolarski,Pogoń,Obrońca,129,2,"0,016",5,0,"0,000"
